taxon,18S,atpB,ndhF,trnL-trnF,
Eriogonum_spectabile,,,,,
Eriogonum_sphaerocephalum,,,,JQ352738.1,
Eriogonum_strictum,,,,JQ352740.1,
Eriogonum_temblorense,,,,,
Eriogonum_ternatum,,,,,
Eriogonum_thomasii,,,,,
Eriogonum_thornei,,,,,
Eriogonum_thurberi,,,,JQ352743.1,
Eriogonum_trichopes,,,,JQ352745.1,
Eriogonum_tripodum,,,,,
Eriogonum_truncatum,,,,,
Eriogonum_twisselmannii,,,,,
Eriogonum_umbellatum,,,,JQ352748.1,
Eriogonum_ursinum,,,,JQ352749.1,
Eriogonum_vestitum,,,,,
Eriogonum_vimineum,,,,JQ352665.1,
Eriogonum_viridescens,,,,,
Eriogonum_wrightii,,,,JQ352752.1,
Goodmania_luteola,,,,JQ352673.1,
Hollisteria_lanata,,,,JQ352683.1,
Johanneshowellia_puberula,,,,,
Nemacaulis_denudata,,,,JQ352707.1,
Sidotheca_emarginata,,,,,
Gilmania_luteola,,,EF438049.1,JQ352672.1,
Lastarriaea_coriacea,,,,JQ352693.1,
Acanthoscyphus_parishii,,,,JQ352613.1,
Aristocapsa_insignis,,,,JQ352622.1,
Centrostegia_thurberi,,,,JQ352650.1,
Dodecahema_leptoceras,,,,JQ352656.1,
Eriogonum_parishii,,,,JQ352661.1,
Eriogonum_spergulinum,,,,JQ352737.1,
Mucronea_californica,,,,JQ352703.1,
Mucronea_perfoliata,,,,JQ352704.1,
Oxytheca_dendroidea,,,,JQ352717.1,
Oxytheca_perfoliata,,,,JQ352713.1,
Oxytheca_watsonii,,,,JQ352716.1,
Systenotheca_vortriedei,,,,,
Pterostegia_drymarioides,,,GQ206294.1,JQ352725.1,
Sidotheca_caryophylloides,,,,JQ352734.1,
Sidotheca_trilobata,,,,JQ352746.1,
Erioneuron_pilosum,,,,,
Eriophorum_gracile,,,AB261653.1,AB679912.1,
Eriophyllum_ambiguum,,,,,
Eriophyllum_confertiflorum,,,,,
Eriophyllum_congdonii,,,AF384722.3,AY216173.1,
Eriophyllum_jepsonii,,,,,
Eriophyllum_lanatum,,,,,
Eriophyllum_lanosum,,,,,
Eriophyllum_latilobum,,,,,
Eriophyllum_mohavense,,,,,
Eriophyllum_multicaule,,,,,
Eriophyllum_nubigenum,,,,,
Eriophyllum_pringlei,,,,,
Eriophyllum_staechadifolium,,,,AY216171.1,
Eriophyllum_wallacei,,,,,
Pseudobahia_bahiifolia,,,,,
Pseudobahia_heermannii,,,,,
Pseudobahia_peirsonii,,,,,
Syntrichopappus_fremontii,,,,,
Syntrichopappus_lemmonii,,,,,
Erodium_texanum,,EU922093.1,EU922106.1,DQ072026.1,
Eryngium_alismifolium,,,,,
Eryngium_aristulatum,,,,,
Eryngium_armatum,,,,,
Eryngium_articulatum,,,,,
Eryngium_castrense,,,,,
Eryngium_constancei,,,,,
Eryngium_jepsonii,,,,,
Eryngium_mathiasiae,,,,,
Eryngium_pendletonense,,,,,
Eryngium_pinnatisectum,,,,,
Eryngium_racemosum,,,,,
Eryngium_spinosepalum,,,,,
Eryngium_vaseyi,,,FJ686569.1,,
Erysimum_ammophilum,,,,,
Erysimum_capitatum,,,DQ288766.1,,
Erysimum_concinnum,,,,,
Erysimum_franciscanum,,,,,
Erysimum_insulare,,,,,
Erysimum_menziesii,,,,,
Erysimum_perenne,,,,,
Erysimum_suffrutescens,,,,,
Erysimum_teretifolium,,,,,
Erythronium_californicum,,,,,
Erythronium_citrinum,,,,,
Erythronium_grandiflorum,,,,,
Erythronium_helenae,,,,,
Erythronium_hendersonii,,,,,
Erythronium_klamathense,,,,,
Erythronium_multiscapideum,,,,,
Erythronium_oregonum,,,,,
Erythronium_pluriflorum,,,,,
Erythronium_purpurascens,,,,,
Erythronium_pusaterii,,,,,
Erythronium_revolutum,,,,,
Erythronium_taylorii,,,,,
Erythronium_tuolumnense,,,,,
Eschscholzia_caespitosa,,,,JF892666.1,
Eschscholzia_californica,DQ912869.1,U86390.2,JN051735.1,JN051803.1,
Eschscholzia_glyptosperma,,,,JF892680.1,
Eschscholzia_hypecoides,,,,JF892683.1,
Eschscholzia_lemmonii,,,,JF892687.1,
Eschscholzia_lobbii,,,,JF892689.1,
Eschscholzia_minutiflora,,,,JF892693.1,
Eschscholzia_parishii,,,,JF892701.1,
Eschscholzia_ramosa,,,,JF892703.1,
Eschscholzia_rhombipetala,,,,JF892705.1,
Eucephalus_breweri,,,,,
Eucephalus_engelmannii,,,,,
Eucephalus_glabratus,,,,,
Eucephalus_ledophyllus,,,,,
Eucephalus_tomentellus,,,,,
Eucephalus_vialis,,,,,
Eucnide_rupestris,,,AF130219.1,,
Eucnide_urens,,JF298866.1,JF321098.1,AY254242.1,
Eucrypta_chrysanthemifolia,,,AF047814.1,KF158195.1,
Eucrypta_micrantha,,,AF047773.1,,
Eulobus_californicus,,,,AY264585.1,
Euonymus_occidentalis,,,,,
Euphorbia_abramsiana,,,,HQ645523.1,
Euphorbia_albomarginata,,,JQ750762.1,HQ645526.1,
Euphorbia_arizonica,,,,HQ645534.1,
Euphorbia_fendleri,,,,HQ645573.1,
Euphorbia_glyptosperma,,,,HQ645579.1,
Euphorbia_hooveri,,,,HQ645586.1,
Euphorbia_jaegeri,,,,,
Euphorbia_melanadenia,,,,,
Euphorbia_micromera,,,,HQ645608.1,
Euphorbia_ocellata,,,,,
Euphorbia_parishii,,,,,
Euphorbia_parryi,,,,HQ645621.1,
Euphorbia_pediculifera,,,JQ750834.1,HQ645623.1,
Euphorbia_platysperma,,,,,
Euphorbia_polycarpa,,,,HQ645630.1,
Euphorbia_revoluta,,,,HQ645638.1,
Euphorbia_serpyllifolia,,,,HQ645647.1,
Euphorbia_setiloba,,,JQ750852.1,HQ645650.1,
Euphorbia_vallis-mortae,,,,HQ645668.1,
Euphorbia_spathulata,,,AF538233.1,JN249728.1,
Euphorbia_misera,,,JN249181.1,JN249682.1,
Euphorbia_eriantha,,,JN249133.1,JN249635.1,
Euphorbia_exstipulata,,,AF538171.1,,
Euphorbia_crenulata,,,,,
Euphorbia_lurida,,,JN249176.1,JN249676.1,
Euphorbia_schizoloba,,,,,
Euphrosyne_acerosa,,,,,
Euphrosyne_nevadensis,,,,,
Eurybia_integrifolia,,,,JN543720.1,
Eurybia_merita,,,,GU480697.1,
Eurybia_radulina,,,,GU480701.1,
Eustoma_exaltatum,,,,KP338753.1,
Euthamia_occidentalis,,,,,
Extriplex_californica,,,,,
Extriplex_joaquinana,,,,,
Fagonia_laevis,,,,,
Fagonia_pachyacantha,,,,,
Fallugia_paradoxa,,,,AF348543.1,
Fendlerella_utahensis,,AJ400885.1,JF321086.1,JF321182.1,
Festuca_brachyphylla,,,,,
Festuca_californica,,,,AF533054.1,
Festuca_elmeri,,,,,
Festuca_idahoensis,,,,AF533064.1,
Festuca_kingii,,DQ780997.1,DQ786851.1,AY099004.1,
Festuca_microstachys,,DQ781022.1,DQ786876.1,EF593015.1,
Festuca_minutiflora,,,,,
Festuca_occidentalis,,,,EF592988.1,
Festuca_octoflora,,,KJ529501.1,EF593016.1,
Festuca_rubra,AF168844.1,DQ780985.1,DQ786839.1,EF593001.1,
Festuca_saximontana,,,,EF593002.1,
Festuca_subulata,,,,AF533056.1,
Festuca_subuliflora,,,,EF593005.1,
Festuca_viridula,,,,,
Fimbristylis_thermalis,,,,,
Fimbristylis_vahlii,,,,,
Floerkea_proserpinacoides,U42784.1,AF035904.1,JF268472.1,,
Forestiera_pubescens,,,,LN515469.1,
Fouquieria_splendens,L49280.1,,AJ236249.1,EU628441.1,
Fragaria_vesca,XM_011464048.1,JX118090.1,JX118202.1,AF348545.1,
Fragaria_chiloensis,,JX402829.1,JX402845.1,FJ422293.1,
Fragaria_virginiana,,JX118094.1,JX118206.1,AJ512220.1,
Frangula_californica,,,,AF348565.1,
Frangula_purshiana,,,U78903.1,AY626411.1,
Frangula_rubra,,,,,
Frankenia_palmeri,,,,,
Frankenia_salina,AY099950.1,,,,
Frasera_albicaulis,,,,KF317116.1,
Frasera_albomarginata,,,,AJ315233.1,
Frasera_neglecta,,,,,
Frasera_parryi,,,,,
Frasera_puberulenta,,,,KF317119.1,
Frasera_speciosa,,,,KF317121.1,
Frasera_tubulosa,,,,,
Frasera_umpquaensis,,,,,
Fraxinus_anomala,,,,AF231826.1,
Fraxinus_dipetala,,,,AF231829.1,
Fraxinus_parryi,,,,,
Fraxinus_latifolia,,,,,
Fraxinus_velutina,,,,,
Fremontodendron_californicum,,GU981693.1,AF111721.1,HQ696723.1,
Fremontodendron_decumbens,,,,,
Fremontodendron_mexicanum,,,,,
Fritillaria_affinis,,,,,
Fritillaria_agrestis,,,,,
Fritillaria_atropurpurea,,,,,
Fritillaria_biflora,,,,,
Fritillaria_brandegeei,,,,,
Fritillaria_eastwoodiae,,,,,
Fritillaria_falcata,,,,,
Fritillaria_gentneri,,,,,
Fritillaria_glauca,,,,,
Fritillaria_liliacea,,,,,
Fritillaria_micrantha,,,,,
Fritillaria_ojaiensis,,,,,
Fritillaria_pinetorum,,,,,
Fritillaria_pluriflora,,,,,
Fritillaria_pudica,,,,,
Fritillaria_purdyi,,,,,
Fritillaria_recurva,,,,,
Fritillaria_striata,,,,,
Fritillaria_viridea,,,,,
Funastrum_crispum,,,,,
Funastrum_cynanchoides,,,,,
Funastrum_hirtellum,,,,,
Funastrum_utahense,,,,AJ428767.1,
Galium_ambiguum,,,,GU357086.1,
Galium_andrewsii,,,,GU357083.1,
Galium_angustifolium,,,,GU357088.1,
Galium_aparine,HQ384689.1,,,GU357174.1,
Galium_argense,,,,GU357091.1,
Galium_bifolium,,,,GU357117.1,
Galium_bolanderi,,,,GU357087.1,
Galium_boreale,,,,GU357105.1,
Galium_buxifolium,,,,,
Galium_californicum,,,,HM055853.1,
Galium_catalinense,,,,HM055856.1,
Galium_clementis,,,,,
Galium_cliftonsmithii,,,,HM055857.1,
Galium_glabrescens,,,,GU357095.1,
Galium_grande,,,,HM055864.1,
Galium_grayanum,,,,GU357097.1,
Galium_hallii,,,,GU357090.1,
Galium_hardhamiae,,,,,
Galium_hilendiae,,,,GU357094.1,
Galium_hypotrichium,,,,GU357092.1,
Galium_jepsonii,,,,GU357089.1,
Galium_johnstonii,,,,HM055867.1,
Galium_magnifolium,,,,,
Galium_matthewsii,,,,HM055869.1,
Galium_mexicanum,,,,GU357147.1,
Galium_multiflorum,,,,GU357093.1,
Galium_munzii,,,,HM055871.1,
Galium_muricatum,,,,,
Galium_nuttallii,,,,,
Galium_oreganum,,,,GU357104.1,
Galium_parishii,,,,GU357062.1,
Galium_porrigens,,,,GU357084.1,
Galium_proliferum,,,,GU357066.1,
Galium_serpenticum,,,,HM055880.1,
Galium_sparsiflorum,,,,HM055881.1,
Galium_stellatum,,,,GU357099.1,
Galium_tricornutum,,,,GU357173.1,
Galium_trifidum,,,,GU357120.1,
Galium_triflorum,,,,GU357176.1,
Galium_wrightii,,,,GU357061.1,
Gambelia_speciosa,,,AJ250384.1,,
Gamochaeta_ustulata,,,,,
Garrya_buxifolia,,,,,
Garrya_congdonii,,,,,
Garrya_elliptica,HQ384683.1,AJ235479.2,AF147714.1,JN234723.1,
Garrya_flavescens,,,,JN234724.1,
Garrya_fremontii,,,,JN234726.1,
Garrya_veatchii,,,,JN234732.1,
Gaultheria_humifusa,,,FJ665796.2,JF801680.1,
Gaultheria_ovatifolia,,,JF801422.1,JF801681.1,
Gaultheria_shallon,,,JF801410.1,JF801662.1,
Gayophytum_decipiens,,,,,
Gayophytum_diffusum,,,,GU176570.1,
Gayophytum_eriospermum,,,,GU176569.1,
Gayophytum_heterozygum,,,AF495788.1,AY264527.1,
Gayophytum_humile,,,,,
Gayophytum_oligospermum,,,,,
Gayophytum_racemosum,,,,,
Gayophytum_ramosissimum,,,,,
Gentiana_affinis,,,,,
Gentiana_calycosa,,,,,
Gentiana_fremontii,,,,,
Gentiana_newberryi,,,,,
Gentiana_plurisetosa,,,,,
Gentiana_prostrata,,,,,
Gentiana_sceptrum,,,,,
Gentiana_setigera,,,,,
Gentianella_amarella,KC535935.1,,,AJ580540.1,
Gentianopsis_holopetala,,,,,
Gentianopsis_simplex,,,,,
Geraea_canescens,,,L39381.1,,
Geraea_viscida,,,,,
Geranium_bicknellii,,,,DQ452925.1,
Geranium_californicum,,,,DQ452927.1,
Geranium_carolinianum,,EU922165.1,EU922178.1,,
Geranium_oreganum,,,,,
Geranium_richardsonii,,,,,
Geranium_viscosissimum,,,,,
Geum_aleppicum,,,,,
Geum_macrophyllum,,,,,
Geum_triflorum,,,,,
Gilia_aliquanta,,,,,
Gilia_austro-occidentalis,,,,,
Gilia_brecciarum,,,,,
Gilia_cana,,,,EU348393.1,
Gilia_clokeyi,,,,,
Gilia_diegensis,,,,,
Gilia_inconspicua,,,,,
Gilia_interior,,,,,
Gilia_jacens,,,,,
Gilia_latiflora,,,,,
Gilia_leptantha,,,,EU628500.1,
Gilia_malior,,,,,
Gilia_minor,,,,,
Gilia_modocensis,,,,,
Gilia_ochroleuca,,,,,
Gilia_ophthalmoides,,,,,
Gilia_salticola,,,,,
Gilia_sinuata,,,,EU628499.1,
Gilia_tenuiflora,,,,,
Gilia_transmontana,,,,,
Gilia_achilleifolia,,,,,
Gilia_angelensis,,,,EU628498.1,
Gilia_capitata,L49282.1,AJ236220.1,AJ236269.1,AY997967.2,
Gilia_clivorum,,,,,
Gilia_millefoliata,,,,,
Gilia_nevinii,,,,,
Gilia_tricolor,,,,,
Gilia_yorkii,,,,,
Gilia_scopulorum,,,,,
Gilia_stellata,,,,AY997968.1,
Glaux_maritima,,,AF213743.1,,
Glehnia_littoralis,,,,,
Glossopetalon_pungens,,,,,
Glossopetalon_spinescens,,HQ680708.1,,,
Glyceria_borealis,,,,,
Glyceria_elata,,,,,
Glyceria_grandis,,,AY622314.1,,
Glyceria_leptostachya,,,,,
Glyceria_striata,,,,,
Glycyrrhiza_lepidota,,,,KP338267.1,
Glyptopleura_marginata,,,,,
Glyptopleura_setulosa,,,,,
Gnaphalium_palustre,,,,,
Goodyera_oblongifolia,,,,,
Gratiola_ebracteata,,,EF527464.1,,
Gratiola_heterosepala,,,,,
Gratiola_neglecta,,,EF527463.1,AY727238.1,
Grayia_spinosa,,,,HE577496.1,
Cryptantha_circumscissa,,,,JQ582305.1,
Cryptantha_similis,,,,JQ582342.1,
Grindelia_camporum,,,,,
Grindelia_fraxinipratensis,,,,,
Grindelia_hallii,,,,,
Grindelia_hirsutula,,,,,
Grindelia_nana,,,,,
Grindelia_stricta,,,,,
Gutierrezia_californica,,,,,
Gutierrezia_microcephala,,,,,
Gutierrezia_sarothrae,,,,,
Gymnosteris_parvula,,,AF207975.1,EU348466.1,
Hackelia_amethystina,,,,,
Hackelia_bella,,,,KC542497.1,
Hackelia_brevicula,,,,,
Hackelia_californica,,,,,
Hackelia_cusickii,,,,,
Hackelia_floribunda,,,,KC542513.1,
Hackelia_micrantha,,,JQ388561.1,JQ388584.1,
Hackelia_mundula,,,,,
Hackelia_nervosa,,,,,
Hackelia_setosa,,,,,
Hackelia_sharsmithii,,,,KC542498.1,
Hackelia_velutina,,,,KC542530.1,
Lappula_redowskii,,,KF287893.1,KF288063.1,
Halimolobos_jaegeri,,,,JX146114.1,
Hastingsia_alba,,,KP008266.1,KP008193.1,
Hastingsia_serpentinicola,,JX903807.1,JX903389.1,KP008198.1,
Hazardia_brickellioides,,,,,
Hazardia_cana,,,,,
Hazardia_detonsa,,,,,
Hazardia_orcuttii,,,,,
Hazardia_squarrosa,,,,,
Hazardia_stenolepis,,,,,
Hazardia_whitneyi,,,,,
Hecastocleis_shockleyi,,KM192009.1,EU385171.1,KF989706.1,
Hedeoma_drummondii,,,,,
Hedeoma_nana,,,,,
Helenium_autumnale,,,GU817866.1,GU818007.1,
Helenium_bigelovii,,,AF384730.3,AY216182.1,
Helenium_bolanderi,,,,,
Helenium_puberulum,,,,,
Helianthella_californica,,,,,
Helianthella_castanea,,,,,
Helianthus_annuus,HM638219.1,KJ434427.1,L39383.1,KM385516.1,
Helianthus_bolanderi,,,,,
Helianthus_californicus,,,,,
Helianthus_cusickii,,,,,
Helianthus_exilis,,,,,
Helianthus_gracilentus,,,,,
Helianthus_inexpectatus,,,,,
Helianthus_niveus,,,,,
Helianthus_nuttallii,,,,,
Helianthus_petiolaris,,,,,
Heliomeris_multiflora,,,,,
Heliotropium_convolvulaceum,,,,,
Heliotropium_curassavicum,,,EF688949.1,EF688843.1,
Hemieva_ranunculifolia,,,,,
Hemitomes_congestum,HQ448762.1,,,,
Heracleum_maximum,,,KJ157953.1,KJ157726.1,
Herissantia_crispa,,,,,
Hesperevax_acaulis,,,,,
Hesperevax_caulescens,,,,,
Hesperevax_sparsiflora,,,,FN645810.1,
Hesperidanthus_jaegeri,,,DQ288751.1,EU620357.1,
Hesperocallis_undulata,HM640735.1,JX903797.1,AY225050.1,AY561253.1,
Hesperochiron_californicus,,,,,
Hesperochiron_pumilus,,,,,
Hesperocyparis_bakeri,,,,AY988184.1,
Hesperocyparis_abramsiana,,,,AY988179.1,
Hesperocyparis_forbesii,,,,HM147979.1,
Hesperocyparis_goveniana,,,,AY988179.1,
Hesperocyparis_macnabiana,,,,HM024544.1,
Hesperocyparis_macrocarpa,AF051797.1,,,AY988204.1,
Hesperocyparis_nevadensis,,,,AY988206.1,
Hesperocyparis_pygmaea,,,,AY988209.1,
Hesperocyparis_sargentii,,,,AY988211.1,
Hesperocyparis_stephensonii,,,,HM024548.1,
Hesperolinon_adenophyllum,,,,FJ011276.1,
Hesperolinon_bicarpellatum,,,,FJ011278.1,
Hesperolinon_breweri,,,,FJ011284.1,
Hesperolinon_californicum,,,,FJ011301.1,
Hesperolinon_clevelandii,,,,FJ011307.1,
Hesperolinon_congestum,,,,FJ011314.1,
Hesperolinon_didymocarpum,,,,FJ011316.1,
Hesperolinon_disjunctum,,,,FJ011321.1,
Hesperolinon_drymarioides,,,,FJ011325.1,
Hesperolinon_micranthum,,,FJ160775.1,FJ011332.1,
Hesperolinon_spergulinum,,,,FJ011343.1,
Hesperolinon_tehamense,,,,FJ011345.1,
Linum_lewisii,,,FJ160800.1,FJ160884.1,
Linum_puberulum,,,,,
Sclerolinon_digynum,AB233584.1,AB233688.1,FJ160787.1,FJ160871.1,
Hesperomecon_linearis,,,,,
Hesperoyucca_whipplei,,,KP008290.1,EU092546.1,
Heteranthera_dubia,,,U41605.1,,
Heteromeles_arbutifolia,,,,DQ863236.1,
Heterotheca_grandiflora,,,,,
Heterotheca_monarchensis,,,,,
Heterotheca_oregona,,,,,
Heterotheca_sessiliflora,,,,,
Heterotheca_shevockii,,,,,
Heterotheca_subaxillaris,,,,,
Heterotheca_villosa,,,,HQ142502.1,
Heuchera_abramsii,,,,,
Heuchera_brevistaminea,,,,,
Heuchera_caespitosa,,,,,
Heuchera_cylindrica,,,,,
Heuchera_hirsutissima,,,,,
Heuchera_maxima,,,,,
Heuchera_merriamii,,,,,
Heuchera_micrantha,L28139.1,,AF130222.1,,
Heuchera_parishii,,,,,
Heuchera_parvifolia,,,,,
Heuchera_pilosissima,,,,,
Heuchera_rubescens,,,,,
Hibiscus_denudatus,,,,,
Hibiscus_lasiocarpos,,,,,
Hieracium_albiflorum,,,,DQ460869.1,
Hieracium_argutum,,,,DQ460868.1,
Hieracium_bolanderi,,,,DQ460878.1,
Hieracium_greenei,,,,DQ460875.1,
Hieracium_horridum,,,,DQ460888.1,
Hieracium_nudicaule,,,,,
Hieracium_parryi,,,,DQ460873.1,
Hieracium_scouleri,,,,DQ460893.1,
Hieracium_triste,,,,DQ460896.1,
Hilaria_jamesii,,,JN681737.1,EF156705.1,
Hilaria_rigida,,,,,
Hippuris_vulgaris,,,L36401.1,AY492178.1,
Hoffmannseggia_glauca,,,,AF430747.1,
Hoffmannseggia_microphylla,,,,AF430749.1,
Hoita_macrostachya,,,,EF543364.1,
Hoita_orbicularis,,,,EF543375.1,
Hoita_strobilina,,,,,
Holmgrenanthe_petrophila,,,,,
Holocarpha_heermannii,,,,,
Holocarpha_macradenia,,,,,
Holocarpha_obconica,,,,,
Holocarpha_virgata,,,,,
Holodiscus_discolor,DQ886370.1,,EU669113.1,AF348546.1,
Holozonia_filipes,,,,,
Horkelia_bolanderi,,,,FN556395.1,
Horkelia_californica,,,,FR872958.1,
Horkelia_clevelandii,,,,,
Horkelia_congesta,,,,,
Horkelia_cuneata,,,,FR872977.1,
Horkelia_daucifolia,,,,FR872995.1,
Horkelia_fusca,,,,AJ512247.1,
Horkelia_hendersonii,,,,FR872940.1,
Horkelia_hispidula,,,,FR872985.1,
Horkelia_howellii,,,,GQ384731.1,
Horkelia_marinensis,,,,FR872972.1,
Horkelia_parryi,,,,,
Horkelia_rydbergii,,,,FR872981.1,
Horkelia_sericata,,,,,
Horkelia_tenuiloba,,,,FR872942.1,
Horkelia_tridentata,,,,FR872969.1,
Horkelia_truncata,,,,FR872978.1,
Horkelia_tularensis,,,,,
Horkelia_wilderae,,,,FR872980.1,
Horkelia_yadonii,,,,FR872941.1,
Horkeliella_congdonis,,,,,
Horkeliella_purpurascens,,,,FN561739.1,
Ivesia_aperta,,,,FR872987.1,
Ivesia_argyrocoma,,,,FR873003.1,
Ivesia_arizonica,,,,FR872960.1,
Ivesia_baileyi,,,,FR872954.1,
Ivesia_callida,,,,,
Ivesia_campestris,,,,,
Ivesia_gordonii,,,,AJ512221.1,
Ivesia_jaegeri,,,,FR872983.1,
Ivesia_kingii,,,,FN561735.1,
Ivesia_longibracteata,,,,FR872937.1,
Ivesia_lycopodioides,,,,FR872967.1,
Ivesia_muirii,,,,,
Ivesia_paniculata,,,,GQ384741.1,
Ivesia_patellifera,,,,,
Ivesia_pickeringii,,,,,
Ivesia_pygmaea,,,,FR872963.1,
Ivesia_santolinoides,,,,FR872984.1,
Ivesia_saxosa,,,,FR872966.1,
Ivesia_sericoleuca,,,,FR872989.1,
Ivesia_shockleyi,,,,FR872955.1,
Ivesia_unguiculata,,,,FR872952.1,
Ivesia_webberi,,,,FR872988.1,
Horsfordia_alata,,,,,
Horsfordia_newberryi,,,,,
Hosackia_crassifolia,,,,,
Hosackia_gracilis,,,,,
Hosackia_incana,,,,,
Hosackia_oblongifolia,,,,,
Hosackia_pinnata,,,,,
Hosackia_rosea,,,,,
Hosackia_stipularis,,,,,
Hosackia_yollabolliensis,,,,,
Howellanthus_dalesianus,,,JQ249933.1,,
Howellia_aquatilis,,,,,
Hulsea_algida,,,AF384732.3,AY216185.1,
Hulsea_brevifolia,,,,,
Hulsea_californica,,,,,
Hulsea_heterochroma,,,,,
Hulsea_mexicana,,,,,
Hulsea_nana,,,,,
Hulsea_vestita,,,,,
Hydrocotyle_ranunculoides,,,,,
Hydrocotyle_umbellata,,,,,
Hydrocotyle_verticillata,,,,AY393700.1,
Hydrophyllum_capitatum,HQ384691.1,HQ384784.1,AF047785.1,HQ412982.1,
Hydrophyllum_fendleri,AJ236019.1,,,,
Hydrophyllum_occidentale,,,,,
Hydrophyllum_tenuipes,,,AF047811.1,,
Hymenopappus_filifolius,,,AF384733.3,AY216186.1,
Hymenoxys_cooperi,,,,,
Hymenoxys_hoopesii,,,,,
Hymenoxys_lemmonii,,,AF384734.3,AY216187.1,
Hymenoxys_odorata,,,,,
Hypericum_anagalloides,,,,,
Hypericum_concinnum,,,,,
Hypericum_scouleri,,,,KC709044.1,
Idahoa_scapigera,,,DQ288783.1,,
Iliamna_rivularis,,,,,
Iliamna_bakeri,,,,,
Iliamna_latibracteata,,,,,
Imperata_brevifolia,,,,,
Ionactis_alpina,,,,,
Ipomopsis_tenuifolia,,,AF207978.1,EU628474.1,
Ipomopsis_congesta,,,,EU628471.1,
Ipomopsis_aggregata,L49286.1,,AF207977.1,EU348464.1,
Ipomopsis_arizonica,,,,EU348457.1,
Ipomopsis_polycladon,,,,AY997969.1,
Ipomopsis_tenuituba,,,,EU348456.1,
Iris_bracteata,,U10444.1,,EU939455.1,
Iris_chrysophylla,,U10445.1,HM574410.1,,
Iris_douglasiana,,U10446.1,,EU939467.1,
Iris_fernaldii,,U10447.1,,EU939469.1,
Iris_hartwegii,,U10448.1,,EU939476.1,
Iris_innominata,,U10449.1,HM574439.1,EU939478.1,
Iris_longipetala,,,HM574449.1,EU939484.1,
Iris_macrosiphon,,,,EU939485.1,
Iris_missouriensis,,AY147620.1,HM574454.1,EU939488.1,
Iris_munzii,,,HM574455.1,EU939489.1,
Iris_purdyi,,U10453.1,HM574471.1,EU939494.1,
Iris_tenax,JQ283937.1,JQ273623.1,JQ276800.1,EU939506.1,
Iris_tenuissima,,,HM574487.1,EU939509.1,
Iris_thompsonii,,,,EU939511.1,
Isocoma_acradenia,,,,,
Isocoma_arguta,,,,,
Isocoma_menziesii,,,,,
Isoetes_bolanderi,,,,,
Isoetes_echinospora,,,,,
Isoetes_howellii,,,,,
Isoetes_nuttallii,,,,,
Isoetes_occidentalis,,,,,
Isoetes_orcuttii,,,,,
Isolepis_carinata,,,,,
Isolepis_cernua,,,AM999934.1,AF285070.1,
Iva_axillaris,,,,,
Iva_hayesiana,,,,,
Jamesia_americana,,JF298859.1,JF321093.1,JF321192.1,
Jaumea_carnosa,,,L39378.1,AY216192.1,
Jepsonia_heterandra,,,,,
Jepsonia_malvifolia,,,,,
Jepsonia_parryi,,,,,
Cryptantha_angustifolia,,,,KC542526.1,
Cryptantha_costata,,,,JQ582308.1,
Cryptantha_holoptera,,,,JQ582319.1,
Cryptantha_inaequata,,,,JQ582321.1,
Cryptantha_micromeres,,,,JQ582330.1,
Cryptantha_racemosa,,,,JQ582338.1,
Juglans_californica,,,,,
Juglans_hindsii,,,,,
Juncus_acuminatus,,,,,
Juncus_acutus,,,AM999975.1,,
Juncus_articulatus,,,,AY437961.1,
Juncus_balticus,,,,AY437973.1,
Juncus_bolanderi,,,,,
Juncus_brachyphyllus,,,,,
Juncus_breweri,,,,,
Juncus_bryoides,,,,,
Juncus_bufonius,,,,AY437965.1,
Juncus_capillaris,,,,,
Juncus_chlorocephalus,,,,,
Juncus_confusus,,,,,
Juncus_cooperi,,,,DQ099458.1,
Juncus_covillei,,,,AY437951.1,
Juncus_digitatus,,,,,
Juncus_drummondii,,,,AY437975.1,
Juncus_dubius,,,,,
Juncus_dudleyi,,,,,
Juncus_duranii,,,,,
Juncus_effusus,AF206944.1,HQ180463.1,HQ181118.1,AY437976.1,
Juncus_ensifolius,,,,AY437957.1,
Juncus_exiguus,,,,,
Juncus_falcatus,,,,,
Juncus_hemiendytus,,,,,
Juncus_hesperius,,,,,
Juncus_howellii,,,,,
Juncus_interior,,,,,
Juncus_kelloggii,,,,,
Juncus_laccatus,,,,,
Juncus_leiospermus,,,,,
Juncus_lescurii,,,,,
Juncus_longistylis,,,,,
Juncus_luciensis,,,,,
Juncus_macrandrus,,,,,
Juncus_macrophyllus,,,,,
Juncus_mertensianus,,,,,
Juncus_mexicanus,,,,DQ099463.1,
Juncus_nevadensis,,,,AY437963.1,
Juncus_nodosus,,,,,
Juncus_occidentalis,,,,,
Juncus_orthophyllus,,,,,
Juncus_oxymeris,,,,AY437958.1,
Juncus_parryi,,,,AY437978.1,
Juncus_patens,,,,,
Juncus_phaeocephalus,,,,,
Juncus_regelii,,,,DQ099466.1,
Juncus_rugulosus,,,,,
Juncus_saximontanus,,,,,
Juncus_supiniformis,,,,,
Juncus_tenuis,,,,,
Juncus_textilis,,,,,
Juncus_tiehmii,,,,DQ099460.1,
Juncus_torreyi,,,,,
Juncus_triformis,,,,,
Juncus_uncialis,,,,DQ099461.1,
Juncus_xiphioides,,,,AY437959.1,
Juniperus_communis,,AY664834.1,AY902175.1,HM024559.1,
Juniperus_californica,,,,HM024553.1,
